Wavelength,Excitation,Emission,,,Wavelength,Excitation,,Wavelength,Emission
426,0,0,,,426,0,,426,0
427,0,0,,,427,0,,427,0
428,0,0,,,428,0,,428,0
429,0,0,,,429,0,,429,0
430,0,0,,,430,0,,430,0
431,0,0,,,431,0,,431,0
432,0,0,,,432,0,,432,0
433,0,0,,,433,0,,433,0
434,0,0,,,434,0,,434,0
435,0,0,,,435,0,,435,0
436,0,0,,,436,0,,436,0
437,0,0,,,437,0,,437,0
438,0,0,,,438,0,,438,0
439,0,0,,,439,0,,439,0
440,0,0,,,440,0,,440,0
441,0,0,,,441,0,,441,0
442,0,0,,,442,0,,442,0
443,0,0,,,443,0,,443,0
444,0,0,,,444,0,,444,0
445,0,0,,,445,0,,445,0
446,0,0,,,446,0,,446,0
447,0,0,,,447,0,,447,0
448,0,0,,,448,0,,448,0
449,0,0,,,449,0,,449,0
450,0,0,,,450,0,,450,0
451,0,0,,,451,0,,451,0
452,0,0,,,452,0,,452,0
453,0,0,,,453,0,,453,0
454,0,0,,,454,0,,454,0
455,0,0,,,455,0,,455,0
456,0,0,,,456,0,,456,0
457,0,0,,,457,0,,457,0
458,0,0,,,458,0,,458,0
459,0,0,,,459,0,,459,0
460,0,0,,,460,0,,460,0
461,0,0,,,461,0,,461,0
462,0,0,,,462,0,,462,0
463,0,0,,,463,0,,463,0
464,0,0,,,464,0,,464,0
465,0,0,,,465,0,,465,0
466,0,0,,,466,0,,466,0
467,0,0,,,467,0,,467,0
468,0,0,,,468,0,,468,0
469,0,0,,,469,0,,469,0
470,0,0,,,470,0,,470,0
471,0,0,,,471,0,,471,0
472,0,0,,,472,0,,472,0
473,0,0,,,473,0,,473,0
474,0,0,,,474,0,,474,0
475,0,0,,,475,0,,475,0
476,3.788794841,0,,,476,3.788794841,,476,0
477,4.081015719,0,,,477,4.081015719,,477,0
478,4.141475212,0,,,478,4.141475212,,478,0
479,4.373236598,0,,,479,4.373236598,,479,0
480,4.675534059,0,,,480,4.675534059,,480,0
481,4.796453043,0,,,481,4.796453043,,481,0
482,5.02821443,0,,,482,5.02821443,,482,0
483,5.270052398,0,,,483,5.270052398,,483,0
484,5.441354293,0,,,484,5.441354293,,484,0
485,5.743651753,0,,,485,5.743651753,,485,0
486,6.066102378,0,,,486,6.066102378,,486,0
487,6.479242241,0,,,487,6.479242241,,487,0
488,6.811769448,0,,,488,6.811769448,,488,0
489,7.124143491,0,,,489,7.124143491,,489,0
490,7.416364369,0,,,490,7.416364369,,490,0
491,7.789197904,0,,,491,7.789197904,,491,0
492,8.192261185,0,,,492,8.192261185,,492,0
493,8.675937122,0,,,493,8.675937122,,493,0
494,9.048770657,0,,,494,9.048770657,,494,0
495,9.552599758,0,,,495,9.552599758,,495,0
496,10.07658202,0,,,496,10.07658202,,496,0
497,10.55018138,0,,,497,10.55018138,,497,0
498,11.01370415,0,,,498,11.01370415,,498,0
499,11.40669085,0,,,499,11.40669085,,499,0
500,11.89036679,0,,,500,11.89036679,,500,0
501,12.41434905,0,,,501,12.41434905,,501,0
502,12.70656993,0,,,502,12.70656993,,502,0
503,13.22047561,0,,,503,13.22047561,,503,0
504,13.7343813,0,,,504,13.7343813,,504,0
505,14.37928255,0,,,505,14.37928255,,505,0
506,14.75211608,0,,,506,14.75211608,,506,0
507,15.18540911,0,,,507,15.18540911,,507,0
508,15.89076985,0,,,508,15.89076985,,508,0
509,16.47521161,0,,,509,16.47521161,,509,0
510,17.49294639,0,,,510,17.49294639,,510,0
511,18.08746473,0,,,511,18.08746473,,511,0
512,18.59129383,0,,,512,18.59129383,,512,0
513,19.24627166,0,,,513,19.24627166,,513,0
514,20.0120919,0,,,514,20.0120919,,514,0
515,20.82829504,0,,,515,20.82829504,,515,0
516,21.23135832,0,,,516,21.23135832,,516,0
517,21.88633615,0,,,517,21.88633615,,517,0
518,22.46070133,0,,,518,22.46070133,,518,0
519,23.49858928,0,,,519,23.49858928,,519,0
520,24.26440951,0,,,520,24.26440951,,520,0
521,24.96977025,0,,,521,24.96977025,,521,0
522,26.26964933,0,,,522,26.26964933,,522,0
523,27.44860943,0,,,523,27.44860943,,523,0
524,28.63764611,0,,,524,28.63764611,,524,0
525,29.65538089,0,,,525,29.65538089,,525,0
526,30.72349859,0,,,526,30.72349859,,526,0
527,31.62031439,0,,,527,31.62031439,,527,0
528,32.99072954,0,,,528,32.99072954,,528,0
529,34.44175736,0,,,529,34.44175736,,529,0
530,35.39903265,0,,,530,35.39903265,,530,0
531,36.99113261,0,,,531,36.99113261,,531,0
532,38.25070536,0,,,532,38.25070536,,532,0
533,39.3490528,0,,,533,39.3490528,,533,0
534,40.5280129,0,,,534,40.5280129,,534,0
535,41.8178154,0,,,535,41.8178154,,535,0
536,43.54091092,0,,,536,43.54091092,,536,0
537,44.48810963,0,,,537,44.48810963,,537,0
538,46.03990326,0,,,538,46.03990326,,538,0
539,47.50100766,0,,,539,47.50100766,,539,0
540,48.095526,0,,,540,48.095526,,540,0
541,49.84885127,0,,,541,49.84885127,,541,0
542,50.66505441,0,,,542,50.66505441,,542,0
543,51.83393793,0,,,543,51.83393793,,543,0
544,53.15397017,0,,,544,53.15397017,,544,0
545,53.78879484,0,,,545,53.78879484,,545,0
546,55.31035873,0,,,546,55.31035873,,546,0
547,55.94518339,0,,,547,55.94518339,,547,0
548,56.71100363,0,,,548,56.71100363,,548,0
549,57.76904474,0,,,549,57.76904474,,549,0
550,58.39379283,0,,,550,58.39379283,,550,0
551,58.64570738,0,,,551,58.64570738,,551,0
552,59.30068521,0,,,552,59.30068521,,552,0
553,59.73397823,0,,,553,59.73397823,,553,0
554,60.28819025,0,,,554,60.28819025,,554,0
555,61.00362757,0,,,555,61.00362757,,555,0
556,61.70898831,0,,,556,61.70898831,,556,0
557,62.68641677,0,,,557,62.68641677,,557,0
558,62.87787183,0,,,558,62.87787183,,558,0
559,63.48246675,0,,,559,63.48246675,,559,0
560,64.75211608,0,,,560,64.75211608,,560,0
561,65.65900846,0,,,561,65.65900846,,561,0
562,65.90084643,0,,,562,65.90084643,,562,0
563,66.57597743,0,,,563,66.57597743,,563,0
564,67.67432487,0,,,564,67.67432487,,564,0
565,68.56106409,0,,,565,68.56106409,,565,0
566,70.46553809,0,,,566,70.46553809,,566,0
567,70.97944377,0,,,567,70.97944377,,567,0
568,72.80330512,0,,,568,72.80330512,,568,0
569,74.24425635,0,,,569,74.24425635,,569,0
570,75.66505441,0.221662469,,,570,75.66505441,,570,0.221662469
571,77.56952842,0.292191436,,,571,77.56952842,,571,0.292191436
572,79.41354293,0.413098237,,,572,79.41354293,,572,0.413098237
573,80.56227328,0.654911839,,,573,80.56227328,,573,0.654911839
574,82.01330109,0.755667506,,,574,82.01330109,,574,0.755667506
575,83.58524788,1.027707809,,,575,83.58524788,,575,1.027707809
576,85.21765417,1.23929471,,,576,85.21765417,,576,1.23929471
577,86.68883515,1.491183879,,,577,86.68883515,,577,1.491183879
578,88.71422813,1.692695214,,,578,88.71422813,,578,1.692695214
579,90.55824264,2.156171285,,,579,90.55824264,,579,2.156171285
580,92.74486094,2.609571788,,,580,92.74486094,,580,2.609571788
581,94.30673116,3.113350126,,,581,94.30673116,,581,3.113350126
582,95.92906086,3.677581864,,,582,95.92906086,,582,3.677581864
583,96.6344216,4.201511335,,,583,96.6344216,,583,4.201511335
584,98.095526,4.997481108,,,584,98.095526,,584,4.997481108
585,98.41797662,5.793450882,,,585,98.41797662,,585,5.793450882
586,98.92180572,6.327455919,,,586,98.92180572,,586,6.327455919
587,99.11326078,7.153652393,,,587,99.11326078,,587,7.153652393
588,99.20395002,8.322418136,,,588,99.20395002,,588,8.322418136
589,100,9.370277078,,,589,100,,589,9.370277078
590,99.6070133,10.81108312,,,590,99.6070133,,590,10.81108312
591,98.79081016,11.80856423,,,591,98.79081016,,591,11.80856423
592,97.71261588,13.21914358,,,592,97.71261588,,592,13.21914358
593,96.6344216,14.44836272,,,593,96.6344216,,593,14.44836272
594,94.49818622,16.16120907,,,594,94.49818622,,594,16.16120907
595,92.23095526,17.53148615,,,595,92.23095526,,595,17.53148615
596,90.11487304,19.03274559,,,596,90.11487304,,596,19.03274559
597,86.72914148,20.62468514,,,597,86.72914148,,597,20.62468514
598,85.43933898,22.82115869,,,598,85.43933898,,598,22.82115869
599,82.87988714,24.82619647,,,599,82.87988714,,599,24.82619647
600,80.05844418,26.34760705,,,600,80.05844418,,600,26.34760705
601,73.57920193,28.4231738,,,601,73.57920193,,601,28.4231738
602,70.92906086,30.31738035,,,602,70.92906086,,602,30.31738035
603,68.05723499,32.25188917,,,603,68.05723499,,603,32.25188917
604,64.41958888,34.19647355,,,604,64.41958888,,604,34.19647355
605,61.6586054,36.1209068,,,605,61.6586054,,605,36.1209068
606,60.37887948,38.12594458,,,606,60.37887948,,606,38.12594458
607,58.80693269,40.07052897,,,607,58.80693269,,607,40.07052897
608,55.59250302,42.01511335,,,608,55.59250302,,608,42.01511335
609,50.35268037,44.01007557,,,609,50.35268037,,609,44.01007557
610,45.34461911,47.49622166,,,610,45.34461911,,610,47.49622166
611,43.00685208,48.93702771,,,611,43.00685208,,611,48.93702771
612,41.29383313,50.32745592,,,612,41.29383313,,612,50.32745592
613,38.67392181,52.1511335,,,613,38.67392181,,613,52.1511335
614,34.95566304,55.7884131,,,614,34.95566304,,614,55.7884131
615,32.1745264,56.49370277,,,615,32.1745264,,615,56.49370277
616,29.49415558,58.58942065,,,616,29.49415558,,616,58.58942065
617,27.579605,60.59445844,,,617,27.579605,,617,60.59445844
618,25.77589682,62.18639798,,,618,25.77589682,,618,62.18639798
619,23.87142281,64.38287154,,,619,23.87142281,,619,64.38287154
620,21.50342604,66.16624685,,,620,21.50342604,,620,66.16624685
621,20.00201532,68.08060453,,,621,20.00201532,,621,68.08060453
622,18.39983877,69.88413098,,,622,18.39983877,,622,69.88413098
623,16.99919387,71.8488665,,,623,16.99919387,,623,71.8488665
624,15.76985087,73.58186398,,,624,15.76985087,,624,73.58186398
625,14.24828698,75.32493703,,,625,14.24828698,,625,75.32493703
626,12.8375655,77.35012594,,,626,12.8375655,,626,77.35012594
627,11.67875857,79.11335013,,,627,11.67875857,,627,79.11335013
628,10.79201935,80.98740554,,,628,10.79201935,,628,80.98740554
629,10.26803708,82.44836272,,,629,10.26803708,,629,82.44836272
630,9.502216848,84.19143577,,,630,9.502216848,,630,84.19143577
631,9.270455462,85.55163728,,,631,9.270455462,,631,85.55163728
632,0,86.97229219,,,632,0,,632,86.97229219
633,0,88.3324937,,,633,0,,633,88.3324937
634,0,89.54156171,,,634,0,,634,89.54156171
635,0,90.92191436,,,635,0,,635,90.92191436
636,0,92.2115869,,,636,0,,636,92.2115869
637,0,93.46095718,,,637,0,,637,93.46095718
638,0,94.08564232,,,638,0,,638,94.08564232
639,0,95.14357683,,,639,0,,639,95.14357683
640,0,95.83879093,,,640,0,,640,95.83879093
641,0,96.62468514,,,641,0,,641,96.62468514
642,0,97.38035264,,,642,0,,642,97.38035264
643,0,98.63979849,,,643,0,,643,98.63979849
644,0,99.26448363,,,644,0,,644,99.26448363
645,0,99.85894207,,,645,0,,645,99.85894207
646,0,99.92947103,,,646,0,,646,99.92947103
647,0,99.52644836,,,647,0,,647,99.52644836
648,0,99.73803526,,,648,0,,648,99.73803526
649,0,100,,,649,0,,649,100
650,0,99.53652393,,,650,0,,650,99.53652393
651,0,99.30478589,,,651,0,,651,99.30478589
652,0,98.93198992,,,652,0,,652,98.93198992
653,0,98.01511335,,,653,0,,653,98.01511335
654,0,97.66246851,,,654,0,,654,97.66246851
655,0,97.71284635,,,655,0,,655,97.71284635
656,0,95.9395466,,,656,0,,656,95.9395466
657,0,95.05289673,,,657,0,,657,95.05289673
658,0,93.56171285,,,658,0,,658,93.56171285
659,0,93.04785894,,,659,0,,659,93.04785894
660,0,92.28211587,,,660,0,,660,92.28211587
661,0,91.6372796,,,661,0,,661,91.6372796
662,0,90.86146096,,,662,0,,662,90.86146096
663,0,89.52141058,,,663,0,,663,89.52141058
664,0,88.87657431,,,664,0,,664,88.87657431
665,0,87.27455919,,,665,0,,665,87.27455919
666,0,86.14609572,,,666,0,,666,86.14609572
667,0,85.18891688,,,667,0,,667,85.18891688
668,0,83.91939547,,,668,0,,668,83.91939547
669,0,82.18639798,,,669,0,,669,82.18639798
670,0,81.58186398,,,670,0,,670,81.58186398
671,0,80.11083123,,,671,0,,671,80.11083123
672,0,79.14357683,,,672,0,,672,79.14357683
673,0,77.60201511,,,673,0,,673,77.60201511
674,0,76.4231738,,,674,0,,674,76.4231738
675,0,75.09319899,,,675,0,,675,75.09319899
676,0,74.21662469,,,676,0,,676,74.21662469
677,0,72.80604534,,,677,0,,677,72.80604534
678,0,72.28211587,,,678,0,,678,72.28211587
679,0,70.19647355,,,679,0,,679,70.19647355
680,0,69.24937028,,,680,0,,680,69.24937028
681,0,67.58690176,,,681,0,,681,67.58690176
682,0,66.61964736,,,682,0,,682,66.61964736
683,0,65.55163728,,,683,0,,683,65.55163728
684,0,63.97984887,,,684,0,,684,63.97984887
685,0,63.03274559,,,685,0,,685,63.03274559
686,0,61.88413098,,,686,0,,686,61.88413098
687,0,61.01763224,,,687,0,,687,61.01763224
688,0,59.9093199,,,688,0,,688,59.9093199
689,0,58.80100756,,,689,0,,689,58.80100756
690,0,57.18891688,,,690,0,,690,57.18891688
691,0,56.3324937,,,691,0,,691,56.3324937
692,0,55.62720403,,,692,0,,692,55.62720403
693,0,54.44836272,,,693,0,,693,54.44836272
694,0,53.35012594,,,694,0,,694,53.35012594
695,0,52.302267,,,695,0,,695,52.302267
696,0,51.25440806,,,696,0,,696,51.25440806
697,0,50.48866499,,,697,0,,697,50.48866499
698,0,49.68261965,,,698,0,,698,49.68261965
699,0,48.97732997,,,699,0,,699,48.97732997
700,0,47.71788413,,,700,0,,700,47.71788413
701,0,46.95214106,,,701,0,,701,46.95214106
702,0,46.36775819,,,702,0,,702,46.36775819
703,0,45.85390428,,,703,0,,703,45.85390428
704,0,44.96725441,,,704,0,,704,44.96725441
705,0,44.25188917,,,705,0,,705,44.25188917
706,0,43.19395466,,,706,0,,706,43.19395466
707,0,42.42821159,,,707,0,,707,42.42821159
708,0,41.81360202,,,708,0,,708,41.81360202
709,0,41.11838791,,,709,0,,709,41.11838791
710,0,40.46347607,,,710,0,,710,40.46347607
711,0,39.77833753,,,711,0,,711,39.77833753
712,0,39.16372796,,,712,0,,712,39.16372796
713,0,38.61964736,,,713,0,,713,38.61964736
714,0,37.82367758,,,714,0,,714,37.82367758
715,0,37.24937028,,,715,0,,715,37.24937028
716,0,36.4836272,,,716,0,,716,36.4836272
717,0,35.83879093,,,717,0,,717,35.83879093
718,0,34.99244332,,,718,0,,718,34.99244332
719,0,34.39798489,,,719,0,,719,34.39798489
720,0,33.72292191,,,720,0,,720,33.72292191
721,0,33.08816121,,,721,0,,721,33.08816121
722,0,32.50377834,,,722,0,,722,32.50377834
723,0,32.16120907,,,723,0,,723,32.16120907
724,0,31.61712846,,,724,0,,724,31.61712846
725,0,31.11335013,,,725,0,,725,31.11335013
726,0,30.54911839,,,726,0,,726,30.54911839
727,0,29.83375315,,,727,0,,727,29.83375315
728,0,29.25944584,,,728,0,,728,29.25944584
729,0,28.63476071,,,729,0,,729,28.63476071
730,0,28.1813602,,,730,0,,730,28.1813602
731,0,27.61712846,,,731,0,,731,27.61712846
732,0,27.24433249,,,732,0,,732,27.24433249
733,0,26.92191436,,,733,0,,733,26.92191436
734,0,26.42821159,,,734,0,,734,26.42821159
735,0,25.78337531,,,735,0,,735,25.78337531
736,0,25.34005038,,,736,0,,736,25.34005038
737,0,24.97732997,,,737,0,,737,24.97732997
738,0,24.52392947,,,738,0,,738,24.52392947
739,0,24.0302267,,,739,0,,739,24.0302267
740,0,23.4559194,,,740,0,,740,23.4559194
741,0,22.71032746,,,741,0,,741,22.71032746
742,0,22.37783375,,,742,0,,742,22.37783375
743,0,21.93450882,,,743,0,,743,21.93450882
744,0,21.38035264,,,744,0,,744,21.38035264
745,0,20.92695214,,,745,0,,745,20.92695214
746,0,20.31234257,,,746,0,,746,20.31234257
747,0,20.05037783,,,747,0,,747,20.05037783
748,0,19.98992443,,,748,0,,748,19.98992443
749,0,19.22418136,,,749,0,,749,19.22418136
750,0,18.85138539,,,750,0,,750,18.85138539
751,0,18.33753149,,,751,0,,751,18.33753149
752,0,17.92443325,,,752,0,,752,17.92443325
753,0,17.66246851,,,753,0,,753,17.66246851
754,0,17.36020151,,,754,0,,754,17.36020151
755,0,16.98740554,,,755,0,,755,16.98740554
756,0,16.65491184,,,756,0,,756,16.65491184
757,0,16.43324937,,,757,0,,757,16.43324937
758,0,15.92947103,,,758,0,,758,15.92947103
759,0,15.4256927,,,759,0,,759,15.4256927
760,0,15.32493703,,,760,0,,760,15.32493703
761,0,14.88161209,,,761,0,,761,14.88161209
762,0,14.38790932,,,762,0,,762,14.38790932
763,0,13.98488665,,,763,0,,763,13.98488665
764,0,14.32745592,,,764,0,,764,14.32745592
765,0,13.92443325,,,765,0,,765,13.92443325
766,0,13.56171285,,,766,0,,766,13.56171285
767,0,13.04785894,,,767,0,,767,13.04785894
768,0,12.79596977,,,768,0,,768,12.79596977
769,0,12.3929471,,,769,0,,769,12.3929471
770,0,12.26196474,,,770,0,,770,12.26196474
771,0,12.19143577,,,771,0,,771,12.19143577
772,0,11.7884131,,,772,0,,772,11.7884131
773,0,11.4559194,,,773,0,,773,11.4559194
774,0,11.29471033,,,774,0,,774,11.29471033
775,0,11.13350126,,,775,0,,775,11.13350126
776,0,0,,,776,0,,776,0
777,0,0,,,777,0,,777,0
778,0,0,,,778,0,,778,0
779,0,0,,,779,0,,779,0
780,0,0,,,780,0,,780,0
781,0,0,,,781,0,,781,0
782,0,0,,,782,0,,782,0
783,0,0,,,783,0,,783,0
784,0,0,,,784,0,,784,0
785,0,0,,,785,0,,785,0
786,0,0,,,786,0,,786,0
787,0,0,,,787,0,,787,0
788,0,0,,,788,0,,788,0
789,0,0,,,789,0,,789,0
790,0,0,,,790,0,,790,0
791,0,0,,,791,0,,791,0
792,0,0,,,792,0,,792,0
793,0,0,,,793,0,,793,0
794,0,0,,,794,0,,794,0
795,0,0,,,795,0,,795,0
796,0,0,,,796,0,,796,0
797,0,0,,,797,0,,797,0
798,0,0,,,798,0,,798,0
799,0,0,,,799,0,,799,0
800,0,0,,,800,0,,800,0
801,0,0,,,801,0,,801,0
802,0,0,,,802,0,,802,0
803,0,0,,,803,0,,803,0
804,0,0,,,804,0,,804,0
805,0,0,,,805,0,,805,0
806,0,0,,,806,0,,806,0
807,0,0,,,807,0,,807,0
808,0,0,,,808,0,,808,0
809,0,0,,,809,0,,809,0
810,0,0,,,810,0,,810,0
811,0,0,,,811,0,,811,0
812,0,0,,,812,0,,812,0
813,0,0,,,813,0,,813,0
814,0,0,,,814,0,,814,0
815,0,0,,,815,0,,815,0
816,0,0,,,816,0,,816,0
817,0,0,,,817,0,,817,0
818,0,0,,,818,0,,818,0
819,0,0,,,819,0,,819,0
820,0,0,,,820,0,,820,0
821,0,0,,,821,0,,821,0
822,0,0,,,822,0,,822,0
823,0,0,,,823,0,,823,0
824,0,0,,,824,0,,824,0
825,0,0,,,825,0,,825,0
826,0,0,,,826,0,,826,0
827,0,0,,,827,0,,827,0
828,0,0,,,828,0,,828,0
829,0,0,,,829,0,,829,0
830,0,0,,,830,0,,830,0
831,0,0,,,831,0,,831,0
832,0,0,,,832,0,,832,0
833,0,0,,,833,0,,833,0
834,0,0,,,834,0,,834,0
835,0,0,,,835,0,,835,0
836,0,0,,,836,0,,836,0
837,0,0,,,837,0,,837,0
838,0,0,,,838,0,,838,0
839,0,0,,,839,0,,839,0
840,0,0,,,840,0,,840,0
841,0,0,,,841,0,,841,0
842,0,0,,,842,0,,842,0
843,0,0,,,843,0,,843,0
844,0,0,,,844,0,,844,0
845,0,0,,,845,0,,845,0
846,0,0,,,846,0,,846,0
847,0,0,,,847,0,,847,0
848,0,0,,,848,0,,848,0
849,0,0,,,849,0,,849,0
850,0,0,,,850,0,,850,0
851,0,0,,,851,0,,851,0
852,0,0,,,852,0,,852,0
853,0,0,,,853,0,,853,0
854,0,0,,,854,0,,854,0
855,0,0,,,855,0,,855,0
856,0,0,,,856,0,,856,0
857,0,0,,,857,0,,857,0
858,0,0,,,858,0,,858,0
859,0,0,,,859,0,,859,0
860,0,0,,,860,0,,860,0
861,0,0,,,861,0,,861,0
862,0,0,,,862,0,,862,0
863,0,0,,,863,0,,863,0
864,0,0,,,864,0,,864,0
865,0,0,,,865,0,,865,0
866,0,0,,,866,0,,866,0
867,0,0,,,867,0,,867,0
868,0,0,,,868,0,,868,0
869,0,0,,,869,0,,869,0
870,0,0,,,870,0,,870,0
871,0,0,,,871,0,,871,0
872,0,0,,,872,0,,872,0
873,0,0,,,873,0,,873,0
874,0,0,,,874,0,,874,0
875,0,0,,,875,0,,875,0
876,0,0,,,876,0,,876,0
877,0,0,,,877,0,,877,0
878,0,0,,,878,0,,878,0
879,0,0,,,879,0,,879,0
880,0,0,,,880,0,,880,0
881,0,0,,,881,0,,881,0
882,0,0,,,882,0,,882,0
883,0,0,,,883,0,,883,0
884,0,0,,,884,0,,884,0
885,0,0,,,885,0,,885,0
886,0,0,,,886,0,,886,0
887,0,0,,,887,0,,887,0
888,0,0,,,888,0,,888,0
889,0,0,,,889,0,,889,0
890,0,0,,,890,0,,890,0
891,0,0,,,891,0,,891,0
892,0,0,,,892,0,,892,0
893,0,0,,,893,0,,893,0
894,0,0,,,894,0,,894,0
895,0,0,,,895,0,,895,0
896,0,0,,,896,0,,896,0
897,0,0,,,897,0,,897,0
898,0,0,,,898,0,,898,0
899,0,0,,,899,0,,899,0
900,0,0,,,900,0,,900,0
901,0,0,,,901,0,,901,0
902,0,0,,,902,0,,902,0
903,0,0,,,903,0,,903,0
904,0,0,,,904,0,,904,0
905,0,0,,,905,0,,905,0
906,0,0,,,906,0,,906,0
907,0,0,,,907,0,,907,0
908,0,0,,,908,0,,908,0
909,0,0,,,909,0,,909,0
910,0,0,,,910,0,,910,0
911,0,0,,,911,0,,911,0
912,0,0,,,912,0,,912,0
913,0,0,,,913,0,,913,0
914,0,0,,,914,0,,914,0
915,0,0,,,915,0,,915,0
916,0,0,,,916,0,,916,0
917,0,0,,,917,0,,917,0
918,0,0,,,918,0,,918,0
919,0,0,,,919,0,,919,0
920,0,0,,,920,0,,920,0
921,0,0,,,921,0,,921,0
922,0,0,,,922,0,,922,0
923,0,0,,,923,0,,923,0
924,0,0,,,924,0,,924,0
925,0,0,,,925,0,,925,0
926,0,0,,,926,0,,926,0
927,0,0,,,927,0,,927,0
928,0,0,,,928,0,,928,0
929,0,0,,,929,0,,929,0
930,0,0,,,930,0,,930,0
931,0,0,,,931,0,,931,0
932,0,0,,,932,0,,932,0
933,0,0,,,933,0,,933,0
934,0,0,,,934,0,,934,0
935,0,0,,,935,0,,935,0
936,0,0,,,936,0,,936,0
937,0,0,,,937,0,,937,0
938,0,0,,,938,0,,938,0
939,0,0,,,939,0,,939,0
940,0,0,,,940,0,,940,0
941,0,0,,,941,0,,941,0
942,0,0,,,942,0,,942,0
943,0,0,,,943,0,,943,0
944,0,0,,,944,0,,944,0
945,0,0,,,945,0,,945,0
946,0,0,,,946,0,,946,0
947,0,0,,,947,0,,947,0
948,0,0,,,948,0,,948,0
949,0,0,,,949,0,,949,0
