Wavelength,Excitation,Emission,,,Wavelength,Excitation,,Wavelength,Emission
426,0,0,,,426,0,,426,0
427,0,0,,,427,0,,427,0
428,0,0,,,428,0,,428,0
429,0,0,,,429,0,,429,0
430,0,0,,,430,0,,430,0
431,0,0,,,431,0,,431,0
432,0,0,,,432,0,,432,0
433,0,0,,,433,0,,433,0
434,0,0,,,434,0,,434,0
435,0,0,,,435,0,,435,0
436,0.795969773,0,,,436,0.795969773,,436,0
437,0.826196474,0,,,437,0.826196474,,437,0
438,0.896725441,0,,,438,0.896725441,,438,0
439,0.886649874,0,,,439,0.886649874,,439,0
440,0.957178841,0,,,440,0.957178841,,440,0
441,1.027707809,0,,,441,1.027707809,,441,0
442,1.017632242,0,,,442,1.017632242,,442,0
443,1.017632242,0,,,443,1.017632242,,443,0
444,1.017632242,0,,,444,1.017632242,,444,0
445,1.017632242,0,,,445,1.017632242,,445,0
446,0.977329975,0,,,446,0.977329975,,446,0
447,0.957178841,0,,,447,0.957178841,,447,0
448,1.027707809,0,,,448,1.027707809,,448,0
449,1.027707809,0,,,449,1.027707809,,449,0
450,1.027707809,0,,,450,1.027707809,,450,0
451,1.078085642,0,,,451,1.078085642,,451,0
452,1.20906801,0,,,452,1.20906801,,452,0
453,1.219143577,0,,,453,1.219143577,,453,0
454,1.400503778,0,,,454,1.400503778,,454,0
455,1.531486146,0,,,455,1.531486146,,455,0
456,1.591939547,0,,,456,1.591939547,,456,0
457,1.712846348,0,,,457,1.712846348,,457,0
458,1.853904282,0,,,458,1.853904282,,458,0
459,1.974811083,0,,,459,1.974811083,,459,0
460,2.065491184,0,,,460,2.065491184,,460,0
461,2.226700252,0,,,461,2.226700252,,461,0
462,2.337531486,0,,,462,2.337531486,,462,0
463,2.549118388,0,,,463,2.549118388,,463,0
464,2.599496222,0,,,464,2.599496222,,464,0
465,2.770780856,0,,,465,2.770780856,,465,0
466,2.861460957,0,,,466,2.861460957,,466,0
467,2.982367758,0,,,467,2.982367758,,467,0
468,3.143576826,0,,,468,3.143576826,,468,0
469,3.304785894,0,,,469,3.304785894,,469,0
470,3.425692695,0,,,470,3.425692695,,470,0
471,3.546599496,0,,,471,3.546599496,,471,0
472,3.748110831,0,,,472,3.748110831,,472,0
473,3.929471033,0,,,473,3.929471033,,473,0
474,4.070528967,0,,,474,4.070528967,,474,0
475,4.241813602,0,,,475,4.241813602,,475,0
476,4.513853904,0,,,476,4.513853904,,476,0
477,4.705289673,0,,,477,4.705289673,,477,0
478,4.926952141,0,,,478,4.926952141,,478,0
479,5.068010076,0,,,479,5.068010076,,479,0
480,5.329974811,0,,,480,5.329974811,,480,0
481,5.55163728,0,,,481,5.55163728,,481,0
482,5.773299748,0,,,482,5.773299748,,482,0
483,6.085642317,0,,,483,6.085642317,,483,0
484,6.327455919,0,,,484,6.327455919,,484,0
485,6.659949622,0,,,485,6.659949622,,485,0
486,7.022670025,0,,,486,7.022670025,,486,0
487,7.304785894,0,,,487,7.304785894,,487,0
488,7.727959698,0,,,488,7.727959698,,488,0
489,8.151133501,0,,,489,8.151133501,,489,0
490,8.493702771,0,,,490,8.493702771,,490,0
491,8.916876574,0,,,491,8.916876574,,491,0
492,9.340050378,0,,,492,9.340050378,,492,0
493,9.692695214,0,,,493,9.692695214,,493,0
494,10.17632242,0,,,494,10.17632242,,494,0
495,10.73047859,0,,,495,10.73047859,,495,0
496,11.20403023,0,,,496,11.20403023,,496,0
497,11.68765743,0,,,497,11.68765743,,497,0
498,12.2418136,0,,,498,12.2418136,,498,0
499,12.78589421,0,,,499,12.78589421,,499,0
500,13.28967254,0,,,500,13.28967254,,500,0
501,13.80352645,0,,,501,13.80352645,,501,0
502,14.28715365,0,,,502,14.28715365,,502,0
503,14.83123426,0,,,503,14.83123426,,503,0
504,15.37531486,0,,,504,15.37531486,,504,0
505,15.91939547,0,,,505,15.91939547,,505,0
506,16.4534005,0,,,506,16.4534005,,506,0
507,17.00755668,0,,,507,17.00755668,,507,0
508,17.56171285,0,,,508,17.56171285,,508,0
509,18.11586902,0,,,509,18.11586902,,509,0
510,18.72040302,0,,,510,18.72040302,,510,0
511,19.21410579,0,,,511,19.21410579,,511,0
512,19.80856423,0,,,512,19.80856423,,512,0
513,20.4534005,0,,,513,20.4534005,,513,0
514,21.08816121,0,,,514,21.08816121,,514,0
515,21.81360202,0,,,515,21.81360202,,515,0
516,22.54911839,0,,,516,22.54911839,,516,0
517,23.35516373,0,,,517,23.35516373,,517,0
518,24.08060453,0,,,518,24.08060453,,518,0
519,24.96725441,0,,,519,24.96725441,,519,0
520,25.82367758,0,,,520,25.82367758,,520,0
521,26.79093199,0,,,521,26.79093199,,521,0
522,27.62720403,0,,,522,27.62720403,,522,0
523,28.70528967,0,,,523,28.70528967,,523,0
524,29.61209068,0,,,524,29.61209068,,524,0
525,30.55919395,0,,,525,30.55919395,,525,0
526,32.53400504,0,,,526,32.53400504,,526,0
527,33.57178841,0,,,527,33.57178841,,527,0
528,34.69017632,0,,,528,34.69017632,,528,0
529,35.98992443,0,,,529,35.98992443,,529,0
530,37.31989924,0,,,530,37.31989924,,530,0
531,38.77078086,0,,,531,38.77078086,,531,0
532,40.2115869,0,,,532,40.2115869,,532,0
533,41.64231738,0,,,533,41.64231738,,533,0
534,43.05289673,0,,,534,43.05289673,,534,0
535,44.53400504,0,,,535,44.53400504,,535,0
536,45.95465995,0,,,536,45.95465995,,536,0
537,47.44584383,0,,,537,47.44584383,,537,0
538,48.66498741,0,,,538,48.66498741,,538,0
539,49.90428212,0,,,539,49.90428212,,539,0
540,50.96221662,0,,,540,50.96221662,,540,0
541,52.07052897,0,,,541,52.07052897,,541,0
542,52.91687657,0,,,542,52.91687657,,542,0
543,53.91435768,0,,,543,53.91435768,,543,0
544,54.73047859,0,,,544,54.73047859,,544,0
545,55.43576826,0,,,545,55.43576826,,545,0
546,56.02015113,0,,,546,56.02015113,,546,0
547,56.58438287,0,,,547,56.58438287,,547,0
548,57.24937028,0,,,548,57.24937028,,548,0
549,57.66246851,0,,,549,57.66246851,,549,0
550,57.52141058,0,,,550,57.52141058,,550,0
551,58.15617128,0,,,551,58.15617128,,551,0
552,59.08312343,0,,,552,59.08312343,,552,0
553,59.77833753,0,,,553,59.77833753,,553,0
554,59.82871537,0,,,554,59.82871537,,554,0
555,60.14105793,0,,,555,60.14105793,,555,0
556,60.0604534,0,,,556,60.0604534,,556,0
557,59.7884131,0,,,557,59.7884131,,557,0
558,61.11838791,0,,,558,61.11838791,,558,0
559,62.95214106,0,,,559,62.95214106,,559,0
560,64.19143577,0,,,560,64.19143577,,560,0
561,64.28211587,0,,,561,64.28211587,,561,0
562,64.94710327,0,,,562,64.94710327,,562,0
563,66.10579345,0,,,563,66.10579345,,563,0
564,66.72040302,0,,,564,66.72040302,,564,0
565,70.46851385,0,,,565,70.46851385,,565,0
566,71.83879093,0,,,566,71.83879093,,566,0
567,72.20151134,1.847018671,,,567,72.20151134,,567,1.847018671
568,72.96725441,2.10801044,,,568,72.96725441,,568,2.10801044
569,73.89420655,2.479421803,,,569,73.89420655,,569,2.479421803
570,75.6372796,2.880947601,,,570,75.6372796,,570,2.880947601
571,77.56171285,3.423007428,,,571,77.56171285,,571,3.423007428
572,79.56675063,4.085524995,,,572,79.56675063,,572,4.085524995
573,81.04785894,4.758080707,,,573,81.04785894,,573,4.758080707
574,81.92443325,5.581208593,,,574,81.92443325,,574,5.581208593
575,83.40554156,6.464565348,,,575,83.40554156,,575,6.464565348
576,88.49370277,7.709295322,,,576,88.49370277,,576,7.709295322
577,89.84382872,8.863681992,,,577,89.84382872,,577,8.863681992
578,90.50881612,10.47982333,,,578,90.50881612,,578,10.47982333
579,94.09571788,12.02569765,,,579,94.09571788,,579,12.02569765
580,95.79848866,14.0232885,,,580,95.79848866,,580,14.0232885
581,96.28211587,16.11122265,,,581,96.28211587,,581,16.11122265
582,97.35012594,18.72114033,,,582,97.35012594,,582,18.72114033
583,98.65994962,21.14033327,,,583,98.65994962,,583,21.14033327
584,99.49622166,24.01124272,,,584,99.49622166,,584,24.01124272
585,99.80856423,26.89219032,,,585,99.80856423,,585,26.89219032
586,99.97984887,30.38546477,,,586,99.97984887,,586,30.38546477
587,100,33.65790002,,,587,100,,587,33.65790002
588,99.33501259,37.46235696,,,588,99.33501259,,588,37.46235696
589,98.29722922,41.00582212,,,589,98.29722922,,589,41.00582212
590,96.66498741,45.00100381,,,590,96.66498741,,590,45.00100381
591,94.61964736,49.32744429,,,591,94.61964736,,591,49.32744429
592,92.2418136,53.47319815,,,592,92.2418136,,592,53.47319815
593,89.41057935,57.52860871,,,593,89.41057935,,593,57.52860871
594,86.30730479,61.9253162,,,594,86.30730479,,594,61.9253162
595,83.02267003,65.67958241,,,595,83.02267003,,595,65.67958241
596,79.5163728,69.92571773,,,596,79.5163728,,596,69.92571773
597,75.82871537,73.36880145,,,597,75.82871537,,597,73.36880145
598,71.9093199,76.80184702,,,598,71.9093199,,598,76.80184702
599,67.697733,80.98775346,,,599,67.697733,,599,80.98775346
600,63.55667506,84.31037944,,,600,63.55667506,,600,84.31037944
601,59.40554156,87.17125075,,,601,59.40554156,,601,87.17125075
602,55.19395466,89.9518169,,,602,55.19395466,,602,89.9518169
603,50.87153652,91.88917888,,,603,50.87153652,,603,91.88917888
604,46.65994962,94.36860068,,,604,46.65994962,,604,94.36860068
605,42.62972292,96.0248946,,,605,42.62972292,,605,96.0248946
606,38.96221662,97.49046376,,,606,38.96221662,,606,97.49046376
607,35.21410579,98.37382052,,,607,35.21410579,,607,98.37382052
608,31.79848866,99.1066051,,,608,31.79848866,,608,99.1066051
609,28.50377834,99.77916081,,,609,28.50377834,,609,99.77916081
610,25.72292191,100,,,610,25.72292191,,610,100
611,23.09319899,99.52820719,,,611,23.09319899,,611,99.52820719
612,20.69521411,98.85565148,,,612,20.69521411,,612,98.85565148
613,18.17632242,98.05259988,,,613,18.17632242,,613,98.05259988
614,16.16120907,96.85806063,,,614,16.16120907,,614,96.85806063
615,13.83375315,95.70367396,,,615,13.83375315,,615,95.70367396
616,12.29219144,94.42882955,,,616,12.29219144,,616,94.42882955
617,10.53904282,92.61192532,,,617,10.53904282,,617,92.61192532
618,9.249370277,91.06605099,,,618,9.249370277,,618,91.06605099
619,8.040302267,88.98815499,,,619,8.040302267,,619,88.98815499
620,7.022670025,87.32182293,,,620,7.022670025,,620,87.32182293
621,6.065491184,85.26400321,,,621,6.065491184,,621,85.26400321
622,5.299748111,83.28648866,,,622,5.299748111,,622,83.28648866
623,4.594458438,81.38927926,,,623,4.594458438,,623,81.38927926
624,4.050377834,79.35153584,,,624,4.050377834,,624,79.35153584
625,3.536523929,77.52459346,,,625,3.536523929,,625,77.52459346
626,3.083123426,75.59726962,,,626,3.083123426,,626,75.59726962
627,2.740554156,73.84059426,,,627,2.740554156,,627,73.84059426
628,2.327455919,72.23449107,,,628,2.327455919,,628,72.23449107
629,2.01511335,70.66854045,,,629,2.01511335,,629,70.66854045
630,1.763224181,69.07247541,,,630,1.763224181,,630,69.07247541
631,0,67.6872114,,,631,0,,631,67.6872114
632,0,66.23168039,,,632,0,,632,66.23168039
633,0,64.94679783,,,633,0,,633,64.94679783
634,0,63.37080907,,,634,0,,634,63.37080907
635,0,61.96546878,,,635,0,,635,61.96546878
636,0,60.66050994,,,636,0,,636,60.66050994
637,0,59.56635214,,,637,0,,637,59.56635214
638,0,58.56253764,,,638,0,,638,58.56253764
639,0,57.40815097,,,639,0,,639,57.40815097
640,0,56.46456535,,,640,0,,640,56.46456535
641,0,55.3603694,,,641,0,,641,55.3603694
642,0,54.49708894,,,642,0,,642,54.49708894
643,0,53.89480024,,,643,0,,643,53.89480024
644,0,53.23228267,,,644,0,,644,53.23228267
645,0,52.36900221,,,645,0,,645,52.36900221
646,0,51.36518771,,,646,0,,646,51.36518771
647,0,50.58221241,,,647,0,,647,50.58221241
648,0,49.77916081,,,648,0,,648,49.77916081
649,0,49.08652881,,,649,0,,649,49.08652881
650,0,48.33366794,,,650,0,,650,48.33366794
651,0,47.73137924,,,651,0,,651,47.73137924
652,0,46.99859466,,,652,0,,652,46.99859466
653,0,46.26581008,,,653,0,,653,46.26581008
654,0,45.61333066,,,654,0,,654,45.61333066
655,0,44.94077494,,,655,0,,655,44.94077494
656,0,44.13772335,,,656,0,,656,44.13772335
657,0,43.22425216,,,657,0,,657,43.22425216
658,0,42.36097169,,,658,0,,658,42.36097169
659,0,41.70849227,,,659,0,,659,41.70849227
660,0,41.22666131,,,660,0,,660,41.22666131
661,0,40.69463963,,,661,0,,661,40.69463963
662,0,39.96185505,,,662,0,,662,39.96185505
663,0,39.22907047,,,663,0,,663,39.22907047
664,0,38.49628589,,,664,0,,664,38.49628589
665,0,37.83376832,,,665,0,,665,37.83376832
666,0,37.10098374,,,666,0,,666,37.10098374
667,0,36.49869504,,,667,0,,667,36.49869504
668,0,35.96667336,,,668,0,,668,35.96667336
669,0,35.43465168,,,669,0,,669,35.43465168
670,0,34.82232483,,,670,0,,670,34.82232483
671,0,34.23007428,,,671,0,,671,34.23007428
672,0,33.4972897,,,672,0,,672,33.4972897
673,0,32.895001,,,673,0,,673,32.895001
674,0,32.09194941,,,674,0,,674,32.09194941
675,0,31.36920297,,,675,0,,675,31.36920297
676,0,30.89741016,,,676,0,,676,30.89741016
677,0,30.35535033,,,677,0,,677,30.35535033
678,0,29.62256575,,,678,0,,678,29.62256575
679,0,28.72917085,,,679,0,,679,28.72917085
680,0,27.97630998,,,680,0,,680,27.97630998
681,0,27.37402128,,,681,0,,681,27.37402128
682,0,26.72154186,,,682,0,,682,26.72154186
683,0,25.97871913,,,683,0,,683,25.97871913
684,0,25.24593455,,,684,0,,684,25.24593455
685,0,24.58341698,,,685,0,,685,24.58341698
686,0,23.91086127,,,686,0,,686,23.91086127
687,0,23.31861072,,,687,0,,687,23.31861072
688,0,22.89700863,,,688,0,,688,22.89700863
689,0,22.36498695,,,689,0,,689,22.36498695
690,0,21.5719735,,,690,0,,690,21.5719735
691,0,20.84922706,,,691,0,,691,20.84922706
692,0,20.3874724,,,692,0,,692,20.3874724
693,0,19.89560329,,,693,0,,693,19.89560329
694,0,19.40373419,,,694,0,,694,19.40373419
695,0,18.95201767,,,695,0,,695,18.95201767
696,0,18.40995784,,,696,0,,696,18.40995784
697,0,17.93816503,,,697,0,,697,17.93816503
698,0,17.46637221,,,698,0,,698,17.46637221
699,0,16.96446497,,,699,0,,699,16.96446497
700,0,16.58301546,,,700,0,,700,16.58301546
701,0,0,,,701,0,,701,0
702,0,0,,,702,0,,702,0
703,0,0,,,703,0,,703,0
704,0,0,,,704,0,,704,0
705,0,0,,,705,0,,705,0
706,0,0,,,706,0,,706,0
707,0,0,,,707,0,,707,0
708,0,0,,,708,0,,708,0
709,0,0,,,709,0,,709,0
710,0,0,,,710,0,,710,0
711,0,0,,,711,0,,711,0
712,0,0,,,712,0,,712,0
713,0,0,,,713,0,,713,0
714,0,0,,,714,0,,714,0
715,0,0,,,715,0,,715,0
716,0,0,,,716,0,,716,0
717,0,0,,,717,0,,717,0
718,0,0,,,718,0,,718,0
719,0,0,,,719,0,,719,0
720,0,0,,,720,0,,720,0
721,0,0,,,721,0,,721,0
722,0,0,,,722,0,,722,0
723,0,0,,,723,0,,723,0
724,0,0,,,724,0,,724,0
725,0,0,,,725,0,,725,0
726,0,0,,,726,0,,726,0
727,0,0,,,727,0,,727,0
728,0,0,,,728,0,,728,0
729,0,0,,,729,0,,729,0
730,0,0,,,730,0,,730,0
731,0,0,,,731,0,,731,0
732,0,0,,,732,0,,732,0
733,0,0,,,733,0,,733,0
734,0,0,,,734,0,,734,0
735,0,0,,,735,0,,735,0
736,0,0,,,736,0,,736,0
737,0,0,,,737,0,,737,0
738,0,0,,,738,0,,738,0
739,0,0,,,739,0,,739,0
740,0,0,,,740,0,,740,0
741,0,0,,,741,0,,741,0
742,0,0,,,742,0,,742,0
743,0,0,,,743,0,,743,0
744,0,0,,,744,0,,744,0
745,0,0,,,745,0,,745,0
746,0,0,,,746,0,,746,0
747,0,0,,,747,0,,747,0
748,0,0,,,748,0,,748,0
749,0,0,,,749,0,,749,0
750,0,0,,,750,0,,750,0
751,0,0,,,751,0,,751,0
752,0,0,,,752,0,,752,0
753,0,0,,,753,0,,753,0
754,0,0,,,754,0,,754,0
755,0,0,,,755,0,,755,0
756,0,0,,,756,0,,756,0
757,0,0,,,757,0,,757,0
758,0,0,,,758,0,,758,0
759,0,0,,,759,0,,759,0
760,0,0,,,760,0,,760,0
761,0,0,,,761,0,,761,0
762,0,0,,,762,0,,762,0
763,0,0,,,763,0,,763,0
764,0,0,,,764,0,,764,0
765,0,0,,,765,0,,765,0
766,0,0,,,766,0,,766,0
767,0,0,,,767,0,,767,0
768,0,0,,,768,0,,768,0
769,0,0,,,769,0,,769,0
770,0,0,,,770,0,,770,0
771,0,0,,,771,0,,771,0
772,0,0,,,772,0,,772,0
773,0,0,,,773,0,,773,0
774,0,0,,,774,0,,774,0
775,0,0,,,775,0,,775,0
776,0,0,,,776,0,,776,0
777,0,0,,,777,0,,777,0
778,0,0,,,778,0,,778,0
779,0,0,,,779,0,,779,0
780,0,0,,,780,0,,780,0
781,0,0,,,781,0,,781,0
782,0,0,,,782,0,,782,0
783,0,0,,,783,0,,783,0
784,0,0,,,784,0,,784,0
785,0,0,,,785,0,,785,0
786,0,0,,,786,0,,786,0
787,0,0,,,787,0,,787,0
788,0,0,,,788,0,,788,0
789,0,0,,,789,0,,789,0
790,0,0,,,790,0,,790,0
791,0,0,,,791,0,,791,0
792,0,0,,,792,0,,792,0
793,0,0,,,793,0,,793,0
794,0,0,,,794,0,,794,0
795,0,0,,,795,0,,795,0
796,0,0,,,796,0,,796,0
797,0,0,,,797,0,,797,0
798,0,0,,,798,0,,798,0
799,0,0,,,799,0,,799,0
800,0,0,,,800,0,,800,0
801,0,0,,,801,0,,801,0
802,0,0,,,802,0,,802,0
803,0,0,,,803,0,,803,0
804,0,0,,,804,0,,804,0
805,0,0,,,805,0,,805,0
806,0,0,,,806,0,,806,0
807,0,0,,,807,0,,807,0
808,0,0,,,808,0,,808,0
809,0,0,,,809,0,,809,0
810,0,0,,,810,0,,810,0
811,0,0,,,811,0,,811,0
812,0,0,,,812,0,,812,0
813,0,0,,,813,0,,813,0
814,0,0,,,814,0,,814,0
815,0,0,,,815,0,,815,0
816,0,0,,,816,0,,816,0
817,0,0,,,817,0,,817,0
818,0,0,,,818,0,,818,0
819,0,0,,,819,0,,819,0
820,0,0,,,820,0,,820,0
821,0,0,,,821,0,,821,0
822,0,0,,,822,0,,822,0
823,0,0,,,823,0,,823,0
824,0,0,,,824,0,,824,0
825,0,0,,,825,0,,825,0
826,0,0,,,826,0,,826,0
827,0,0,,,827,0,,827,0
828,0,0,,,828,0,,828,0
829,0,0,,,829,0,,829,0
830,0,0,,,830,0,,830,0
831,0,0,,,831,0,,831,0
832,0,0,,,832,0,,832,0
833,0,0,,,833,0,,833,0
834,0,0,,,834,0,,834,0
835,0,0,,,835,0,,835,0
836,0,0,,,836,0,,836,0
837,0,0,,,837,0,,837,0
838,0,0,,,838,0,,838,0
839,0,0,,,839,0,,839,0
840,0,0,,,840,0,,840,0
841,0,0,,,841,0,,841,0
842,0,0,,,842,0,,842,0
843,0,0,,,843,0,,843,0
844,0,0,,,844,0,,844,0
845,0,0,,,845,0,,845,0
846,0,0,,,846,0,,846,0
847,0,0,,,847,0,,847,0
848,0,0,,,848,0,,848,0
849,0,0,,,849,0,,849,0
850,0,0,,,850,0,,850,0
851,0,0,,,851,0,,851,0
852,0,0,,,852,0,,852,0
853,0,0,,,853,0,,853,0
854,0,0,,,854,0,,854,0
855,0,0,,,855,0,,855,0
856,0,0,,,856,0,,856,0
857,0,0,,,857,0,,857,0
858,0,0,,,858,0,,858,0
859,0,0,,,859,0,,859,0
860,0,0,,,860,0,,860,0
861,0,0,,,861,0,,861,0
862,0,0,,,862,0,,862,0
863,0,0,,,863,0,,863,0
864,0,0,,,864,0,,864,0
865,0,0,,,865,0,,865,0
866,0,0,,,866,0,,866,0
867,0,0,,,867,0,,867,0
868,0,0,,,868,0,,868,0
869,0,0,,,869,0,,869,0
870,0,0,,,870,0,,870,0
871,0,0,,,871,0,,871,0
872,0,0,,,872,0,,872,0
873,0,0,,,873,0,,873,0
874,0,0,,,874,0,,874,0
875,0,0,,,875,0,,875,0
876,0,0,,,876,0,,876,0
877,0,0,,,877,0,,877,0
878,0,0,,,878,0,,878,0
879,0,0,,,879,0,,879,0
880,0,0,,,880,0,,880,0
881,0,0,,,881,0,,881,0
882,0,0,,,882,0,,882,0
883,0,0,,,883,0,,883,0
884,0,0,,,884,0,,884,0
885,0,0,,,885,0,,885,0
886,0,0,,,886,0,,886,0
887,0,0,,,887,0,,887,0
888,0,0,,,888,0,,888,0
889,0,0,,,889,0,,889,0
890,0,0,,,890,0,,890,0
891,0,0,,,891,0,,891,0
892,0,0,,,892,0,,892,0
893,0,0,,,893,0,,893,0
894,0,0,,,894,0,,894,0
895,0,0,,,895,0,,895,0
896,0,0,,,896,0,,896,0
897,0,0,,,897,0,,897,0
898,0,0,,,898,0,,898,0
899,0,0,,,899,0,,899,0
900,0,0,,,900,0,,900,0
901,0,0,,,901,0,,901,0
902,0,0,,,902,0,,902,0
903,0,0,,,903,0,,903,0
904,0,0,,,904,0,,904,0
905,0,0,,,905,0,,905,0
906,0,0,,,906,0,,906,0
907,0,0,,,907,0,,907,0
908,0,0,,,908,0,,908,0
909,0,0,,,909,0,,909,0
910,0,0,,,910,0,,910,0
911,0,0,,,911,0,,911,0
912,0,0,,,912,0,,912,0
913,0,0,,,913,0,,913,0
914,0,0,,,914,0,,914,0
915,0,0,,,915,0,,915,0
916,0,0,,,916,0,,916,0
917,0,0,,,917,0,,917,0
918,0,0,,,918,0,,918,0
919,0,0,,,919,0,,919,0
920,0,0,,,920,0,,920,0
921,0,0,,,921,0,,921,0
922,0,0,,,922,0,,922,0
923,0,0,,,923,0,,923,0
924,0,0,,,924,0,,924,0
925,0,0,,,925,0,,925,0
926,0,0,,,926,0,,926,0
927,0,0,,,927,0,,927,0
928,0,0,,,928,0,,928,0
929,0,0,,,929,0,,929,0
930,0,0,,,930,0,,930,0
931,0,0,,,931,0,,931,0
932,0,0,,,932,0,,932,0
933,0,0,,,933,0,,933,0
934,0,0,,,934,0,,934,0
935,0,0,,,935,0,,935,0
936,0,0,,,936,0,,936,0
937,0,0,,,937,0,,937,0
938,0,0,,,938,0,,938,0
939,0,0,,,939,0,,939,0
940,0,0,,,940,0,,940,0
941,0,0,,,941,0,,941,0
942,0,0,,,942,0,,942,0
943,0,0,,,943,0,,943,0
944,0,0,,,944,0,,944,0
945,0,0,,,945,0,,945,0
946,0,0,,,946,0,,946,0
947,0,0,,,947,0,,947,0
948,0,0,,,948,0,,948,0
949,0,0,,,949,0,,949,0
950,0,0,,,950,0,,950,0
951,0,0,,,951,0,,951,0
952,0,0,,,952,0,,952,0
953,0,0,,,953,0,,953,0
954,0,0,,,954,0,,954,0
955,0,0,,,955,0,,955,0
956,0,0,,,956,0,,956,0
957,0,0,,,957,0,,957,0
958,0,0,,,958,0,,958,0
959,0,0,,,959,0,,959,0
960,0,0,,,960,0,,960,0
961,0,0,,,961,0,,961,0
962,0,0,,,962,0,,962,0
963,0,0,,,963,0,,963,0
964,0,0,,,964,0,,964,0
