Wavelength,Excitation,Emission,,,Wavelength,Excitation,,Wavelength,Emission
425,3.361091602,0,,,425,3.361091602,,425,0
426,3.541687569,0,,,426,3.541687569,,426,0
427,3.682151099,0,,,427,3.682151099,,427,0
428,3.902879502,0,,,428,3.902879502,,428,0
429,4.083475469,0,,,429,4.083475469,,429,0
430,4.294170764,0,,,430,4.294170764,,430,0
431,4.484799839,0,,,431,4.484799839,,431,0
432,4.695495134,0,,,432,4.695495134,,432,0
433,4.856024882,0,,,433,4.856024882,,433,0
434,5.006521521,0,,,434,5.006521521,,434,0
435,5.237283034,0,,,435,5.237283034,,435,0
436,5.508176984,0,,,436,5.508176984,,436,0
437,5.789104043,0,,,437,5.789104043,,437,0
438,5.929567573,0,,,438,5.929567573,,438,0
439,6.160329086,0,,,439,6.160329086,,439,0
440,6.531554129,0,,,440,6.531554129,,440,0
441,7.003110264,0,,,441,7.003110264,,441,0
442,7.32416976,0,,,442,7.32416976,,442,0
443,7.564964382,0,,,443,7.564964382,,443,0
444,7.86595766,0,,,444,7.86595766,,444,0
445,8.176984047,0,,,445,8.176984047,,445,0
446,8.528142871,0,,,446,8.528142871,,446,0
447,8.839169259,0,,,447,8.839169259,,447,0
448,9.240493629,0,,,448,9.240493629,,448,0
449,9.571586235,0,,,449,9.571586235,,449,0
450,9.972910605,0,,,450,9.972910605,,450,0
451,10.2939701,0,,,451,10.2939701,,451,0
452,10.7253938,0,,,452,10.7253938,,452,0
453,11.08658573,0,,,453,11.08658573,,453,0
454,11.45781078,0,,,454,11.45781078,,454,0
455,11.76883716,0,,,455,11.76883716,,455,0
456,12.06983044,0,,,456,12.06983044,,456,0
457,12.43102237,0,,,457,12.43102237,,457,0
458,12.83234674,0,,,458,12.83234674,,458,0
459,13.25373733,0,,,459,13.25373733,,459,0
460,13.53466439,0,,,460,13.53466439,,460,0
461,13.88582322,0,,,461,13.88582322,,461,0
462,14.33731313,0,,,462,14.33731313,,462,0
463,14.88913414,0,,,463,14.88913414,,463,0
464,15.44095515,0,,,464,15.44095515,,464,0
465,16.0329086,0,,,465,16.0329086,,465,0
466,16.6850607,0,,,466,16.6850607,,466,0
467,17.35727902,0,,,467,17.35727902,,467,0
468,18.06962978,0,,,468,18.06962978,,468,0
469,18.79201365,0,,,469,18.79201365,,469,0
470,19.51439751,0,,,470,19.51439751,,470,0
471,20.22674827,0,,,471,20.22674827,,471,0
472,20.92906592,0,,,472,20.92906592,,472,0
473,21.59125113,0,,,473,21.59125113,,473,0
474,22.22333701,0,,,474,22.22333701,,474,0
475,22.80525735,0,,,475,22.80525735,,475,0
476,23.31694592,0,,,476,23.31694592,,476,0
477,23.75840273,0,,,477,23.75840273,,477,0
478,24.12962777,0,,,478,24.12962777,,478,0
479,24.37042239,0,,,479,24.37042239,,479,0
480,24.52091903,0,,,480,24.52091903,,480,0
481,24.69148189,0,,,481,24.69148189,,481,0
482,24.96237584,0,,,482,24.96237584,,482,0
483,25.32356777,0,,,483,25.32356777,,483,0
484,25.64462727,0,,,484,25.64462727,,484,0
485,26.0058192,0,,,485,26.0058192,,485,0
486,26.35697803,0,,,486,26.35697803,,486,0
487,26.84860038,0,,,487,26.84860038,,487,0
488,27.23989164,0,,,488,27.23989164,,488,0
489,27.71144778,0,,,489,27.71144778,,489,0
490,28.08267282,0,,,490,28.08267282,,490,0
491,28.62446072,0,,,491,28.62446072,,491,0
492,29.06591753,0,,,492,29.06591753,,492,0
493,29.61773854,0,,,493,29.61773854,,493,0
494,30.06922845,0,,,494,30.06922845,,494,0
495,30.63108257,0,,,495,30.63108257,,495,0
496,31.15280425,0,,,496,31.15280425,,496,0
497,31.98555232,0,,,497,31.98555232,,497,0
498,33.05909501,0,,,498,33.05909501,,498,0
499,34.2329688,0,,,499,34.2329688,,499,0
500,35.23627972,0,,,500,35.23627972,,500,0
501,36.32988863,0,,,501,36.32988863,,501,0
502,37.69439149,0,,,502,37.69439149,,502,0
503,39.31975519,0,,,503,39.31975519,,503,0
504,41.03541688,0,,,504,41.03541688,,504,0
505,42.791211,0,,,505,42.791211,,505,0
506,44.53697201,0,,,506,44.53697201,,506,0
507,46.21250125,0,,,507,46.21250125,,507,0
508,47.74756697,0,,,508,47.74756697,,508,0
509,49.07193739,0,,,509,49.07193739,,509,0
510,50.17557941,0,,,510,50.17557941,,510,0
511,51.12872479,0,,,511,51.12872479,,511,0
512,52.09190328,0,,,512,52.09190328,,512,0
513,53.11528043,0,,,513,53.11528043,,513,0
514,54.19885623,0,,,514,54.19885623,,514,0
515,55.33259757,0,,,515,55.33259757,,515,0
516,56.38607404,0,,,516,56.38607404,,516,0
517,57.22885522,0,,,517,57.22885522,,517,0
518,57.97130531,0,,,518,57.97130531,,518,0
519,58.85421892,0,,,519,58.85421892,,519,0
520,59.6970001,0,,,520,59.6970001,,520,0
521,60.18862245,0,,,521,60.18862245,,521,0
522,60.36921842,0,,,522,60.36921842,,522,0
523,60.5598475,0,,,523,60.5598475,,523,0
524,60.84077456,0,,,524,60.84077456,,524,0
525,61.05146985,0,,,525,61.05146985,,525,0
526,61.29226447,0,,,526,61.29226447,,526,0
527,61.56315842,0,,,527,61.56315842,,527,0
528,62.02468145,0,,,528,62.02468145,,528,0
529,62.49623758,0,,,529,62.49623758,,529,0
530,63.09822414,0,,,530,63.09822414,,530,0
531,63.75037624,0,,,531,63.75037624,,531,0
532,64.76372028,0,,,532,64.76372028,,532,0
533,66.31885221,0,,,533,66.31885221,,533,0
534,68.4759707,0,,,534,68.4759707,,534,0
535,70.68325474,0,,,535,70.68325474,,535,0
536,72.39891642,0,,,536,72.39891642,,536,0
537,73.47245912,0,,,537,73.47245912,,537,0
538,74.29517407,0,,,538,74.29517407,,538,0
539,75.08778971,0,,,539,75.08778971,,539,0
540,75.99076954,0,,,540,75.99076954,,540,0
541,77.2449082,0,,,541,77.2449082,,541,0
542,79.12109963,0,,,542,79.12109963,,542,0
543,81.12772148,0,,,543,81.12772148,,543,0
544,83.55573392,3.071672355,,,544,83.55573392,,544,3.071672355
545,86.71616334,4.09556314,,,545,86.71616334,,545,4.09556314
546,89.97692385,4.165830155,,,546,89.97692385,,546,4.165830155
547,91.8731815,5.18972094,,,547,91.8731815,,547,5.18972094
548,92.57549915,6.273840594,,,548,92.57549915,,548,6.273840594
549,93.56877696,7.277655089,,,549,93.56877696,,549,7.277655089
550,95.43493529,8.893796426,,,550,95.43493529,,550,8.893796426
551,97.63218621,9.315398514,,,551,97.63218621,,551,9.315398514
552,99.1371526,11.84501104,,,552,99.1371526,,552,11.84501104
553,99.80937092,14.7159205,,,553,99.80937092,,553,14.7159205
554,100,15.87030717,,,554,100,,554,15.87030717
555,99.86956958,17.92812688,,,555,99.86956958,,555,17.92812688
556,99.60870874,21.58201164,,,556,99.60870874,,556,21.58201164
557,99.03682151,23.29853443,,,557,99.03682151,,557,23.29853443
558,98.63549714,26.50070267,,,558,98.63549714,,558,26.50070267
559,96.99006722,29.56233688,,,559,96.99006722,,559,29.56233688
560,93.04705528,33.79843405,,,560,93.04705528,,560,33.79843405
561,87.09742149,37.3820518,,,561,87.09742149,,561,37.3820518
562,82.8835156,41.12627986,,,562,82.8835156,,562,41.12627986
563,81.54911207,46.61714515,,,563,81.54911207,,563,46.61714515
564,81.23808568,50.96366192,,,564,81.23808568,,564,50.96366192
565,79.54249022,54.98895804,,,565,79.54249022,,565,54.98895804
566,76.19143172,59.54627585,,,566,76.19143172,,566,59.54627585
567,71.79692987,65.68962056,,,567,71.79692987,,567,65.68962056
568,66.97100431,69.03232283,,,568,66.97100431,,568,69.03232283
569,62.38587338,73.75025095,,,569,62.38587338,,569,73.75025095
570,57.7505769,77.3338687,,,570,57.7505769,,570,77.3338687
571,53.17547908,82.895001,,,571,53.17547908,,571,82.895001
572,48.59034815,85.85625376,,,572,48.59034815,,572,85.85625376
573,44.35637604,90.11242722,,,573,44.35637604,,573,90.11242722
574,39.93177486,92.77253564,,,574,39.93177486,,574,92.77253564
575,35.98876292,94.29833367,,,575,35.98876292,,575,94.29833367
576,32.30661182,96.40634411,,,576,32.30661182,,576,96.40634411
577,29.20638106,97.49046376,,,577,29.20638106,,577,97.49046376
578,25.98575298,98.54446898,,,578,25.98575298,,578,98.54446898
579,23.05608508,99.57839791,,,579,23.05608508,,579,99.57839791
580,20.44747667,100,,,580,20.44747667,,580,100
581,18.36058995,100,,,581,18.36058995,,581,100
582,16.08307414,99.92973299,,,582,16.08307414,,582,99.92973299
583,13.55473061,99.5984742,,,583,13.55473061,,583,99.5984742
584,11.55814187,99.23710098,,,584,11.55814187,,584,99.23710098
585,10.34413565,98.27343907,,,585,10.34413565,,585,98.27343907
586,9.250526738,97.17928127,,,586,9.250526738,,586,97.17928127
587,7.835858332,96.16542863,,,587,7.835858332,,587,96.16542863
588,6.481388582,95.09134712,,,588,6.481388582,,588,95.09134712
589,5.478077656,94.38867697,,,589,5.478077656,,589,94.38867697
590,4.785793117,92.8528408,,,590,4.785793117,,590,92.8528408
591,4.294170764,91.0459747,,,591,4.294170764,,591,91.0459747
592,3.822614628,90.00200763,,,592,3.822614628,,592,90.00200763
593,3.39119093,88.49628589,,,593,3.39119093,,593,88.49628589
594,2.929667904,86.55892391,,,594,2.929667904,,594,86.55892391
595,2.458111769,84.95282072,,,595,2.458111769,,595,84.95282072
596,2.03672118,84.16984541,,,596,2.03672118,,596,84.16984541
597,1.775860339,82.91507729,,,597,1.775860339,,597,82.91507729
598,1.575198154,82.52358964,,,598,1.575198154,,598,82.52358964
599,1.414668406,81.66030917,,,599,1.414668406,,599,81.66030917
600,1.274204876,79.7229472,,,600,1.274204876,,600,79.7229472
601,1.123708237,77.99638627,,,601,1.123708237,,601,77.99638627
602,0.993277817,76.98253363,,,602,0.993277817,,602,76.98253363
603,0.882913615,75.89841397,,,603,0.882913615,,603,75.89841397
604,0.832748069,74.89459948,,,604,0.832748069,,604,74.89459948
605,0.772549413,73.81047982,,,605,0.772549413,,605,73.81047982
606,0.722383867,72.77655089,,,606,0.722383867,,606,72.77655089
607,0.662185211,71.93334672,,,607,0.662185211,,607,71.93334672
608,0.632085883,70.69865489,,,608,0.632085883,,608,70.69865489
609,0,69.55430636,,,609,0,,609,69.55430636
610,0,68.50030114,,,610,0,,610,68.50030114
611,0,68.46014856,,,611,0,,611,68.46014856
612,0,67.47641036,,,612,0,,612,67.47641036
613,0,66.44248143,,,613,0,,613,66.44248143
614,0,65.35836177,,,614,0,,614,65.35836177
615,0,64.33447099,,,615,0,,615,64.33447099
616,0,63.2202369,,,616,0,,616,63.2202369
617,0,62.11604096,,,617,0,,617,62.11604096
618,0,61.98554507,,,618,0,,618,61.98554507
619,0,60.40955631,,,619,0,,619,60.40955631
620,0,59.21501706,,,620,0,,620,59.21501706
621,0,58.241317,,,621,0,,621,58.241317
622,0,57.31780767,,,622,0,,622,57.31780767
623,0,56.4545272,,,623,0,,623,56.4545272
624,0,55.17968279,,,624,0,,624,55.17968279
625,0,54.03533427,,,625,0,,625,54.03533427
626,0,52.64003212,,,626,0,,626,52.64003212
627,0,51.72656093,,,627,0,,627,51.72656093
628,0,51.26480626,,,628,0,,628,51.26480626
629,0,49.76912267,,,629,0,,629,49.76912267
630,0,48.78538446,,,630,0,,630,48.78538446
631,0,48.06263802,,,631,0,,631,48.06263802
632,0,47.15920498,,,632,0,,632,47.15920498
633,0,46.28588637,,,633,0,,633,46.28588637
634,0,46.18550492,,,634,0,,634,46.18550492
635,0,44.10760891,,,635,0,,635,44.10760891
636,0,43.08371813,,,636,0,,636,43.08371813
637,0,41.96948404,,,637,0,,637,41.96948404
638,0,41.01586027,,,638,0,,638,41.01586027
639,0,39.98193134,,,639,0,,639,39.98193134
640,0,38.8576591,,,640,0,,640,38.8576591
641,0,37.57277655,,,641,0,,641,37.57277655
642,0,36.51877133,,,642,0,,642,36.51877133
643,0,35.58522385,,,643,0,,643,35.58522385
644,0,34.52118049,,,644,0,,644,34.52118049
645,0,33.54748043,,,645,0,,645,33.54748043
646,0,32.55370408,,,646,0,,646,32.55370408
647,0,31.64023288,,,647,0,,647,31.64023288
648,0,30.7066854,,,648,0,,648,30.7066854
649,0,29.79321421,,,649,0,,649,29.79321421
650,0,28.93997189,,,650,0,,650,28.93997189
651,0,28.1369203,,,651,0,,651,28.1369203
652,0,27.38405943,,,652,0,,652,27.38405943
653,0,26.54085525,,,653,0,,653,26.54085525
654,0,25.82814696,,,654,0,,654,25.82814696
655,0,24.90463762,,,655,0,,655,24.90463762
656,0,24.15177675,,,656,0,,656,24.15177675
657,0,23.38887774,,,657,0,,657,23.38887774
658,0,22.59586428,,,658,0,,658,22.59586428
659,0,21.92330857,,,659,0,,659,21.92330857
660,0,21.25075286,,,660,0,,660,21.25075286
661,0,20.71873118,,,661,0,,661,20.71873118
662,0,19.92571773,,,662,0,,662,19.92571773
663,0,19.59445894,,,663,0,,663,19.59445894
664,0,18.8917888,,,664,0,,664,18.8917888
665,0,18.50030114,,,665,0,,665,18.50030114
666,0,17.92812688,,,666,0,,666,17.92812688
667,0,17.23549488,,,667,0,,667,17.23549488
668,0,16.95442682,,,668,0,,668,16.95442682
669,0,16.32202369,,,669,0,,669,16.32202369
670,0,16.00080305,,,670,0,,670,16.00080305
671,0,15.62939169,,,671,0,,671,15.62939169
672,0,15.04717928,,,672,0,,672,15.04717928
673,0,14.72595864,,,673,0,,673,14.72595864
674,0,14.10359366,,,674,0,,674,14.10359366
675,0,13.89279261,,,675,0,,675,13.89279261
676,0,13.5113431,,,676,0,,676,13.5113431
677,0,13.21019876,,,677,0,,677,13.21019876
678,0,12.86890183,,,678,0,,678,12.86890183
679,0,12.43726159,,,679,0,,679,12.43726159
680,0,12.16623168,,,680,0,,680,12.16623168
681,0,11.77474403,,,681,0,,681,11.77474403
682,0,11.53382855,,,682,0,,682,11.53382855
683,0,11.19253162,,,683,0,,683,11.19253162
684,0,10.90142542,,,684,0,,684,10.90142542
685,0,10.56012849,,,685,0,,685,10.56012849
686,0,10.39951817,,,686,0,,686,10.39951817
687,0,10.17867898,,,687,0,,687,10.17867898
688,0,9.857458342,,,688,0,,688,9.857458342
689,0,9.676771733,,,689,0,,689,9.676771733
690,0,9.345512949,,,690,0,,690,9.345512949
691,0,9.194940775,,,691,0,,691,9.194940775
692,0,8.843605702,,,692,0,,692,8.843605702
693,0,8.693033527,,,693,0,,693,8.693033527
694,0,8.381851034,,,694,0,,694,8.381851034
695,0,8.261393295,,,695,0,,695,8.261393295
696,0,8.13089741,,,696,0,,696,8.13089741
697,0,7.749447902,,,697,0,,697,7.749447902
698,0,7.618952018,,,698,0,,698,7.618952018
699,0,7.418189119,,,699,0,,699,7.418189119
700,0,7.488456133,,,700,0,,700,7.488456133
701,0,0,,,701,0,,701,0
702,0,0,,,702,0,,702,0
703,0,0,,,703,0,,703,0
704,0,0,,,704,0,,704,0
705,0,0,,,705,0,,705,0
706,0,0,,,706,0,,706,0
707,0,0,,,707,0,,707,0
708,0,0,,,708,0,,708,0
709,0,0,,,709,0,,709,0
710,0,0,,,710,0,,710,0
711,0,0,,,711,0,,711,0
712,0,0,,,712,0,,712,0
713,0,0,,,713,0,,713,0
714,0,0,,,714,0,,714,0
715,0,0,,,715,0,,715,0
716,0,0,,,716,0,,716,0
717,0,0,,,717,0,,717,0
718,0,0,,,718,0,,718,0
719,0,0,,,719,0,,719,0
720,0,0,,,720,0,,720,0
721,0,0,,,721,0,,721,0
722,0,0,,,722,0,,722,0
723,0,0,,,723,0,,723,0
724,0,0,,,724,0,,724,0
725,0,0,,,725,0,,725,0
726,0,0,,,726,0,,726,0
727,0,0,,,727,0,,727,0
728,0,0,,,728,0,,728,0
729,0,0,,,729,0,,729,0
730,0,0,,,730,0,,730,0
731,0,0,,,731,0,,731,0
732,0,0,,,732,0,,732,0
733,0,0,,,733,0,,733,0
734,0,0,,,734,0,,734,0
735,0,0,,,735,0,,735,0
736,0,0,,,736,0,,736,0
737,0,0,,,737,0,,737,0
738,0,0,,,738,0,,738,0
739,0,0,,,739,0,,739,0
740,0,0,,,740,0,,740,0
741,0,0,,,741,0,,741,0
742,0,0,,,742,0,,742,0
743,0,0,,,743,0,,743,0
744,0,0,,,744,0,,744,0
745,0,0,,,745,0,,745,0
746,0,0,,,746,0,,746,0
747,0,0,,,747,0,,747,0
748,0,0,,,748,0,,748,0
749,0,0,,,749,0,,749,0
750,0,0,,,750,0,,750,0
751,0,0,,,751,0,,751,0
752,0,0,,,752,0,,752,0
753,0,0,,,753,0,,753,0
754,0,0,,,754,0,,754,0
755,0,0,,,755,0,,755,0
756,0,0,,,756,0,,756,0
757,0,0,,,757,0,,757,0
758,0,0,,,758,0,,758,0
759,0,0,,,759,0,,759,0
760,0,0,,,760,0,,760,0
761,0,0,,,761,0,,761,0
762,0,0,,,762,0,,762,0
763,0,0,,,763,0,,763,0
764,0,0,,,764,0,,764,0
765,0,0,,,765,0,,765,0
766,0,0,,,766,0,,766,0
767,0,0,,,767,0,,767,0
768,0,0,,,768,0,,768,0
769,0,0,,,769,0,,769,0
770,0,0,,,770,0,,770,0
771,0,0,,,771,0,,771,0
772,0,0,,,772,0,,772,0
773,0,0,,,773,0,,773,0
774,0,0,,,774,0,,774,0
775,0,0,,,775,0,,775,0
776,0,0,,,776,0,,776,0
777,0,0,,,777,0,,777,0
778,0,0,,,778,0,,778,0
779,0,0,,,779,0,,779,0
780,0,0,,,780,0,,780,0
781,0,0,,,781,0,,781,0
782,0,0,,,782,0,,782,0
783,0,0,,,783,0,,783,0
784,0,0,,,784,0,,784,0
785,0,0,,,785,0,,785,0
786,0,0,,,786,0,,786,0
787,0,0,,,787,0,,787,0
788,0,0,,,788,0,,788,0
789,0,0,,,789,0,,789,0
790,0,0,,,790,0,,790,0
791,0,0,,,791,0,,791,0
792,0,0,,,792,0,,792,0
793,0,0,,,793,0,,793,0
794,0,0,,,794,0,,794,0
795,0,0,,,795,0,,795,0
796,0,0,,,796,0,,796,0
797,0,0,,,797,0,,797,0
798,0,0,,,798,0,,798,0
799,0,0,,,799,0,,799,0
800,0,0,,,800,0,,800,0
801,0,0,,,801,0,,801,0
802,0,0,,,802,0,,802,0
803,0,0,,,803,0,,803,0
804,0,0,,,804,0,,804,0
805,0,0,,,805,0,,805,0
806,0,0,,,806,0,,806,0
807,0,0,,,807,0,,807,0
808,0,0,,,808,0,,808,0
809,0,0,,,809,0,,809,0
810,0,0,,,810,0,,810,0
811,0,0,,,811,0,,811,0
812,0,0,,,812,0,,812,0
813,0,0,,,813,0,,813,0
814,0,0,,,814,0,,814,0
815,0,0,,,815,0,,815,0
816,0,0,,,816,0,,816,0
817,0,0,,,817,0,,817,0
818,0,0,,,818,0,,818,0
819,0,0,,,819,0,,819,0
820,0,0,,,820,0,,820,0
821,0,0,,,821,0,,821,0
822,0,0,,,822,0,,822,0
823,0,0,,,823,0,,823,0
824,0,0,,,824,0,,824,0
825,0,0,,,825,0,,825,0
826,0,0,,,826,0,,826,0
827,0,0,,,827,0,,827,0
828,0,0,,,828,0,,828,0
829,0,0,,,829,0,,829,0
830,0,0,,,830,0,,830,0
831,0,0,,,831,0,,831,0
832,0,0,,,832,0,,832,0
833,0,0,,,833,0,,833,0
834,0,0,,,834,0,,834,0
835,0,0,,,835,0,,835,0
836,0,0,,,836,0,,836,0
837,0,0,,,837,0,,837,0
838,0,0,,,838,0,,838,0
839,0,0,,,839,0,,839,0
840,0,0,,,840,0,,840,0
841,0,0,,,841,0,,841,0
842,0,0,,,842,0,,842,0
843,0,0,,,843,0,,843,0
844,0,0,,,844,0,,844,0
845,0,0,,,845,0,,845,0
846,0,0,,,846,0,,846,0
847,0,0,,,847,0,,847,0
848,0,0,,,848,0,,848,0
849,0,0,,,849,0,,849,0
850,0,0,,,850,0,,850,0
851,0,0,,,851,0,,851,0
852,0,0,,,852,0,,852,0
853,0,0,,,853,0,,853,0
854,0,0,,,854,0,,854,0
855,0,0,,,855,0,,855,0
856,0,0,,,856,0,,856,0
857,0,0,,,857,0,,857,0
858,0,0,,,858,0,,858,0
859,0,0,,,859,0,,859,0
860,0,0,,,860,0,,860,0
861,0,0,,,861,0,,861,0
862,0,0,,,862,0,,862,0
863,0,0,,,863,0,,863,0
864,0,0,,,864,0,,864,0
865,0,0,,,865,0,,865,0
866,0,0,,,866,0,,866,0
867,0,0,,,867,0,,867,0
868,0,0,,,868,0,,868,0
869,0,0,,,869,0,,869,0
870,0,0,,,870,0,,870,0
871,0,0,,,871,0,,871,0
872,0,0,,,872,0,,872,0
873,0,0,,,873,0,,873,0
874,0,0,,,874,0,,874,0
875,0,0,,,875,0,,875,0
876,0,0,,,876,0,,876,0
877,0,0,,,877,0,,877,0
878,0,0,,,878,0,,878,0
879,0,0,,,879,0,,879,0
880,0,0,,,880,0,,880,0
881,0,0,,,881,0,,881,0
882,0,0,,,882,0,,882,0
883,0,0,,,883,0,,883,0
884,0,0,,,884,0,,884,0
885,0,0,,,885,0,,885,0
886,0,0,,,886,0,,886,0
887,0,0,,,887,0,,887,0
888,0,0,,,888,0,,888,0
889,0,0,,,889,0,,889,0
890,0,0,,,890,0,,890,0
891,0,0,,,891,0,,891,0
892,0,0,,,892,0,,892,0
893,0,0,,,893,0,,893,0
894,0,0,,,894,0,,894,0
895,0,0,,,895,0,,895,0
896,0,0,,,896,0,,896,0
897,0,0,,,897,0,,897,0
898,0,0,,,898,0,,898,0
899,0,0,,,899,0,,899,0
900,0,0,,,900,0,,900,0
901,0,0,,,901,0,,901,0
902,0,0,,,902,0,,902,0
903,0,0,,,903,0,,903,0
904,0,0,,,904,0,,904,0
905,0,0,,,905,0,,905,0
906,0,0,,,906,0,,906,0
907,0,0,,,907,0,,907,0
908,0,0,,,908,0,,908,0
909,0,0,,,909,0,,909,0
910,0,0,,,910,0,,910,0
911,0,0,,,911,0,,911,0
912,0,0,,,912,0,,912,0
913,0,0,,,913,0,,913,0
914,0,0,,,914,0,,914,0
915,0,0,,,915,0,,915,0
916,0,0,,,916,0,,916,0
917,0,0,,,917,0,,917,0
918,0,0,,,918,0,,918,0
919,0,0,,,919,0,,919,0
920,0,0,,,920,0,,920,0
921,0,0,,,921,0,,921,0
922,0,0,,,922,0,,922,0
923,0,0,,,923,0,,923,0
924,0,0,,,924,0,,924,0
925,0,0,,,925,0,,925,0
926,0,0,,,926,0,,926,0
927,0,0,,,927,0,,927,0
928,0,0,,,928,0,,928,0
929,0,0,,,929,0,,929,0
930,0,0,,,930,0,,930,0
931,0,0,,,931,0,,931,0
932,0,0,,,932,0,,932,0
933,0,0,,,933,0,,933,0
934,0,0,,,934,0,,934,0
935,0,0,,,935,0,,935,0
936,0,0,,,936,0,,936,0
937,0,0,,,937,0,,937,0
938,0,0,,,938,0,,938,0
939,0,0,,,939,0,,939,0
940,0,0,,,940,0,,940,0
941,0,0,,,941,0,,941,0
942,0,0,,,942,0,,942,0
943,0,0,,,943,0,,943,0
944,0,0,,,944,0,,944,0
945,0,0,,,945,0,,945,0
946,0,0,,,946,0,,946,0
947,0,0,,,947,0,,947,0
948,0,0,,,948,0,,948,0
949,0,0,,,949,0,,949,0
950,0,0,,,950,0,,950,0
951,0,0,,,951,0,,951,0
952,0,0,,,952,0,,952,0
953,0,0,,,953,0,,953,0
954,0,0,,,954,0,,954,0
955,0,0,,,955,0,,955,0
956,0,0,,,956,0,,956,0
957,0,0,,,957,0,,957,0
